Ratecity,Infochoice
"Click Loans - The Online Investor Offset ($750k-$1.5m, LVR 70%-80%)",0
"Click Loans - The Online Offset Home Loan ($1.5m+, LVR 70%-80%)",0
"Click Loans - The Online Offset Home Loan ($150k-$500k, LVR 70%-80%)",0
Click Loans - The Online Offset Investment Loan (LVR 75%-80%),0
Click Loans - The Online Offset Investment Loan (LVR 70%-75%),0
Click Loans - Online Prime Investment Loan (LVR < 70%),0
Click Loans - Online Prime Home Loan (LVR 70%-75%),0
Click Loans - Online Prime Home Loan (LVR 75%-80%),0
Click Loans - The Online Investor Fixed 5 Years,0
Click Loans - The Online Investor Fixed 4 Years,0
Click Loans - The Online Home Loan Fixed 1 Year,0
Click Loans - The Online Home Loan Fixed 4 Years,0
Click Loans - The Online Home Loan Fixed 5 Years,0
Click Loans - The Online Investor Offset Fixed 5 Years,0
Click Loans - The Online Investor Offset Fixed 1 Year,0
Click Loans - The Online Offset Home Loan Fixed 3 Years,0
Click Loans - The Online Offset Home Loan Fixed 5 Years,0
Click Loans - The Online Offset Home Loan Fixed 2 Years,0
Click Loans - Maxi Investment (LVR 90%-95%),0
Click Loans - Maxi (LVR 85%-90%),0
Click Loans - Maxi (LVR < 85%),0
"Click Loans - The Online Home Loan ($750k-$1.5m, LVR 70%-80%)",0
"Click Loans - The Online Home Loan ($500k-$750k, LVR 70%-80%)",0
Australian Military Bank - Variable Offset Home Loan,Australian Military Bank - Australian Military Bank Variable Offset Home Loan
Australian Military Bank - Investment Home Loan (LVR < 80%),Australian Military Bank - DHA Investment Loan IO
Australian Military Bank - Fixed Rate Investment Loan 3 Years (LVR < 80%),Australian Military Bank - Fixed Investment Loan IO 3 Year
Australian Military Bank - Fixed Rate Home Loan 3 Years,Australian Military Bank - Fixed Rate Home Loan 3 Year
Australian Military Bank - Fixed Rate Home Loan 5 Years,Australian Military Bank - Fixed Rate Home Loan 5 Year
"Australian Financial - True Blue Home Loan ($250k-$500k, LVR < 80%)",0
Australian Financial - True Blue Home Loan (LVR 80%-90%),0
"Australian Financial - True Blue Home Loan ($500k+, LVR < 80%)",0
Australian Financial - Easy Refresh Home Loan,0
Australian Financial - Easy Platinum Home Loan,0
Australian Financial - Balanced Line of Credit,0
AMP Bank - SuperEdge SMSF Investment Loan Fixed (Interest Only) 1 Year,AMP - SMSF - AMP SuperEdge Fixed Rate Loans P&I 1 Year Principal & Interest
AMP Bank - SuperEdge SMSF Investment Loan Fixed (Interest Only) 3 Years,AMP - SMSF - AMP SuperEdge Fixed Rate Loans P&I 3 Year Principal & Interest
AMP Bank - SuperEdge SMSF Investment Loan (Interest Only),AMP - Basic Variable Rate Loan (Investment) P&I Principal & Interest
AMP Bank - Professional Package Investment Loan Fixed (Interest Only) 5 Years,AMP - Professional Package Fixed Rate Loans (Investment) P&I 5 Year Principal & Interest
AMP Bank - Professional Package Investment Loan Fixed (Interest Only) 1 Year,AMP - Professional Package Fixed Rate Loans (Investment) P&I 1 Year Principal & Interest
AMP Bank - Professional Package Investment Loan (Interest Only) ($750k+),AMP - Professional Package Line of Credit ($750000+ Investment)
AMP Bank - Professional Package Home Loan Fixed (Interest Only) 3 Years,AMP - Professional Package Fixed Rate Loans (Owner Occupied Loans only) IO 3 Year
AMP Bank - Professional Package Home Loan Fixed (Interest Only) 2 Years,AMP - Professional Package Fixed Rate Loans (Owner Occupied Loans only) IO 2 Year
AMP Bank - Professional Package Home Loan (Interest Only) ($750k+),AMP - Professional Package Line of Credit ($750000+ Owner Occupied Loans only) 
AMP Bank - Professional Package Home Loan (Interest Only) ($250k-$750k),AMP - Professional Package Line of Credit ($750000+ Owner Occupied Loans only) 
AMP Bank - Introductory Classic Home Loan (Interest Only),AMP - Classic Introductory Variable Rate Loan (Owner Occupied Loans only) P&I Principal & Interest
AMP Bank - Classic Variable Home Loan (Interest Only),AMP - Classic Variable Rate Loan (Owner Occupied Loans only) P&I Principal & Interest
AMP Bank - Classic Fixed Investment Loan (Interest Only) 5 Years,AMP - Classic Fixed Rate Loan (Investment) P&I 5 Year Principal & Interest
AMP Bank - Classic Fixed Investment Loan (Interest Only) 2 Years,AMP - Classic Fixed Rate Loan (Investment) P&I 2 Year Principal & Interest
AMP Bank - Classic Fixed Home Loan (Interest Only) 2 Years,AMP - Classic Fixed Rate Loan (Owner Occupied Loans only) IO 2 Year
AMP Bank - Classic Fixed Home Loan (Interest Only) 1 Year,AMP - Classic Fixed Rate Loan (Owner Occupied Loans only) IO 1 Year
AMP Bank - Basic Variable Rate Home Loan (Interest Only),AMP - Basic Variable Rate Loan (Owner Occupied Loans only) IO
AMP Bank - Basic Fixed Rate Investment Loan (Interest Only) 3 Years,AMP - Basic Fixed Rate Loan (Investment) P&I 3 Year Principal & Interest
AMP Bank - Basic Fixed Rate Investment Loan (Interest Only) 1 Year,AMP - Basic Fixed Rate Loan (Investment) P&I 1 Year Principal & Interest
AMP Bank - Basic Fixed Rate Home Loan (Interest Only) 1 Year,AMP - Basic Fixed Rate Loan (Owner Occupied Loans only) IO 1 Year
AMP Bank - Basic Fixed Rate Home Loan (Interest Only) 3 Years,AMP - Basic Fixed Rate Loan (Owner Occupied Loans only) IO 3 Year
AMP Bank - SuperEdge SMSF Investment Loan Fixed (Principal and Interest) 5 Years,AMP - SMSF - AMP SuperEdge Fixed Rate Loans P&I 5 Year Principal & Interest
AMP Bank - SuperEdge SMSF Investment Loan Fixed (Principal and Interest) 1 Year,AMP - SMSF - AMP SuperEdge Fixed Rate Loans P&I 1 Year Principal & Interest
AMP Bank - Professional Package Line of Credit Investment Loan ($250k-$750k),AMP - Professional Package Line of Credit ($750000+ Investment)
AMP Bank - Professional Package Line of Credit Investment Loan ($100k-$250k),AMP - Professional Package Line of Credit ($750000+ Investment)
AMP Bank - Professional Package Line of Credit Home Loan ($100k-$250k),AMP - Professional Package Line of Credit ($750000+ Owner Occupied Loans only) 
AMP Bank - Professional Package Investment Loan Fixed (Principal and Interest) 5 Years,AMP - Professional Package Fixed Rate Loans (Investment) P&I 5 Year Principal & Interest
AMP Bank - Professional Package Investment Loan Fixed (Principal and Interest) 2 Years,AMP - Professional Package Fixed Rate Loans (Investment) P&I 2 Year Principal & Interest
AMP Bank - Professional Package Investment Loan (Principal and Interest) ($750k+),AMP - Professional Package Variable Rate Loan ($750000+ Investment) P&I Principal & Interest
AMP Bank - Professional Package Investment Loan (Principal and Interest) ($100k-$250k),AMP - Professional Package Variable Rate Loan ($750000+ Investment) P&I Principal & Interest
AMP Bank - Professional Package Home Loan Fixed (Principal and Interest) 2 Years,AMP - Professional Package Fixed Rate Loans (Owner Occupied Loans only) P&I 2 Year Principal & Interest
AMP Bank - Professional Package Home Loan Fixed (Principal and Interest) 3 Years,AMP - Professional Package Fixed Rate Loans (Owner Occupied Loans only) P&I 3 Year Principal & Interest
AMP Bank - Professional Package Home Loan (Principal and Interest) ($750k+),AMP - Professional Package Variable Rate Loan ($750000+ Owner Occupied Loans only) P&I Principal & Interest
AMP Bank - Professional Package Home Loan (Principal and Interest) ($250k-$500k),AMP - Professional Package Variable Rate Loan ($750000+ Owner Occupied Loans only) P&I Principal & Interest
AMP Bank - Introductory Classic Home Loan (Principal and Interest),AMP - Classic Introductory Variable Rate Loan (Owner Occupied Loans only) P&I Principal & Interest
AMP Bank - Essential Home Loan ($100k+),AMP - AMP Essential Owner Occupied > $100000 Principal & Interest
AMP Bank - Classic Variable Investment Loan (Principal and Interest),AMP - Classic Variable Rate Loan (Investment) P&I Principal & Interest
AMP Bank - Classic Line of Credit Investment Loan,AMP - Classic Line of Credit (Investment)
AMP Bank - Classic Fixed Investment Loan (Principal and Interest) 5 Years,AMP - Classic Fixed Rate Loan (Investment) P&I 5 Year Principal & Interest
AMP Bank - Classic Fixed Investment Loan (Principal and Interest) 2 Years,AMP - Classic Fixed Rate Loan (Investment) P&I 2 Year Principal & Interest
AMP Bank - Classic Fixed Home Loan (Principal and Interest) 3 Years,AMP - Classic Fixed Rate Loan (Owner Occupied Loans only) P&I 3 Year Principal & Interest
AMP Bank - Classic Fixed Home Loan (Principal and Interest) 5 Years,AMP - Classic Fixed Rate Loan (Owner Occupied Loans only) P&I 5 Year Principal & Interest
AMP Bank - Basic Variable Rate Investment Loan (Principal and Interest),AMP - Basic Variable Rate Loan (Investment) P&I Principal & Interest
AMP Bank - Basic Fixed Rate Investment Loan (Principal and Interest) 3 Years,AMP - Basic Fixed Rate Loan (Investment) P&I 3 Year Principal & Interest
AMP Bank - Basic Fixed Rate Investment Loan (Principal and Interest) 5 Years,AMP - Basic Fixed Rate Loan (Investment) P&I 5 Year Principal & Interest
AMP Bank - Basic Fixed Rate Home Loan (Principal and Interest) 1 Year,AMP - Basic Fixed Rate Loan (Owner Occupied Loans only) P&I 1 Year Principal & Interest
AMP Bank - Basic Fixed Rate Home Loan (Principal and Interest) 3 Years,AMP - Basic Fixed Rate Loan (Owner Occupied Loans only) P&I 3 Year Principal & Interest
Arab Bank Australia - The Basics Home Loan,Arab Bank - Essentials Home Loan
Arab Bank Australia - HeadStart Loan,Arab Bank - 12mth Head Start
Arab Bank Australia - Fixed Rate Home Loan 4 Years,Arab Bank - Fixed Rate Home Loan  -  Owner Occupied Loans Only 4 Year
Arab Bank Australia - Fixed Rate Home Loan 1 Year,Arab Bank - Fixed Rate Home Loan  -  Owner Occupied Loans Only 1 Year
Arab Bank Australia - Essentials Home Loan,Arab Bank - Essentials Home Loan
"Aussie - Select Standard Variable Investment Loan (Principal and Interest) (Amounts < $500k, LVR 80%-90%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Variable Interest Only (LVR <=80%) $500k-$999k (Investment)
"Aussie - Select Standard Variable Investment Loan (Principal and Interest) ($500k+, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Variable Interest Only (LVR <=80%) $500k-$999k (Investment)
"Aussie - Select Standard Variable Home Loan (Principal and Interest) ($500k+, LVR 90%-95%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Variable (LVR >90%) $500k-$999k Principal & Interest
"Aussie - Select Standard Variable Home Loan (Principal and Interest) ($500k+, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Variable (LVR <=80%) $500k-$999k Principal & Interest
"Aussie - Select Standard Variable Home Loan (Principal and Interest) (Amounts < $500k, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Variable Interest Only (LVR <=80%) $500k-$999k
Aussie - Select Standard Investment Loan Fixed (Principal and Interest) 1 Year,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Fixed Rate (Investment) 1 Year Principal & Interest
Aussie - Select Standard Investment Loan Fixed (Principal and Interest) 4 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Fixed Rate Interest Only (Investment) 4 Year
Aussie - Select Standard Home Loan Fixed (Principal and Interest) 4 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Fixed Rate Interest Only 4 Year
Aussie - Select Standard Home Loan Fixed (Principal and Interest) 2 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Fixed Rate Interest Only 2 Year
Aussie - Select Standard Home Loan Fixed (Principal and Interest) 3 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Standard Fixed Rate Interest Only 3 Year
Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Line of Credit (LVR 80.01% - 90%) $1Mil+ (Investment)
Aussie - Select Line of Credit Home Loan (LVR < 80%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Line of Credit (LVR <=80%) $1Mil+
"Aussie - Select Basic Investment Loan (Principal and Interest) ($500k+, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Variable Interest Only (LVR <=80%) $500k-$999k (Investment)
"Aussie - Select Basic Investment Loan (Principal and Interest) (Amounts < $500k, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Variable Interest Only (LVR <=80%) $500k-$999k (Investment)
"Aussie - Select Basic Home Loan (Principal and Interest) ($500k+, LVR < 80%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Variable (LVR <=80%) $500k-$999k Principal & Interest
"Aussie - Select Basic Home Loan (Principal and Interest) (Amounts < $500k, LVR 80%-90%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Variable Interest Only (LVR <=80%) $500k-$999k
"Aussie - Select Basic Home Loan (Principal and Interest) (Amounts < $500k, LVR 90%-95%)",Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Variable (LVR >90%) $500k-$999k Principal & Interest
Aussie - Select Basic Investment Loan Fixed (Principal and Interest) 2 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Fixed Rate Interest Only (Investment) 2 Year
Aussie - Select Basic Investment Loan Fixed (Principal and Interest) 3 Years,Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Fixed Rate Interest Only (Investment) 3 Year
Aussie - Select Basic Home Loan Fixed (Principal and Interest) 3 Years (LVR 80%-95%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Interest Only Fixed Rate 3 Year
Aussie - Select Basic Home Loan Fixed (Principal and Interest) 4 Years (LVR 80%-95%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Interest Only Fixed Rate 4 Year
Aussie - Select Basic Home Loan Fixed (Principal and Interest) 5 Years (LVR < 80%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Interest Only Fixed Rate 5 Year
Aussie - Select Basic Home Loan Fixed (Principal and Interest) 1 Year (LVR < 80%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Interest Only Fixed Rate 1 Year
Aussie - Select Basic Home Loan Fixed (Principal and Interest) 5 Years (LVR 80%-95%),Aussie - Residential Mortgage Group Pty Ltd - Aussie Select Basic Interest Only Fixed Rate 5 Year
Aussie - IQ Basic Investment Loan (Principal and Interest) (LVR 80%-90%),Aussie - Macquarie Bank Ltd - Aussie IQ Basic Interest Only (LVR <=70%) >=$750k (Investment)
Aussie - IQ Basic Investment Loan (Principal and Interest) (LVR 70%-80%) ,Aussie - Macquarie Bank Ltd - Aussie IQ Basic Interest Only (LVR <=70%) >=$750k (Investment)
Aussie - IQ Basic Investment Loan (Interest Only) (LVR 70%-80%),Aussie - Macquarie Bank Ltd - Aussie IQ Basic Interest Only (LVR <=70%) >=$750k (Investment)
Aussie - IQ Basic Home Loan (Principal and Interest) (LVR 70%-80%),Aussie - Macquarie Bank Ltd - Aussie IQ Basic Interest Only (LVR <=70%) >=$750k (Owner Occupier)  
Aussie - IQ Basic Home Loan (Principal and Interest) (LVR 90%-95%),Aussie - Macquarie Bank Ltd - Aussie IQ Basic Interest Only (LVR <=70%) >=$750k (Owner Occupier)  
Aussie - IQ Basic Home Loan (Interest Only) (LVR 70%-80%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Interest Only (LVR <=70%) >=$750k (Owner Occupier)
Aussie - IQ Offset Investment Loan (Principal and Interest) (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Interest Only (LVR <=70%) >=$750k (Investment)
Aussie - IQ Offset Investment Loan (Interest Only) (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Interest Only (LVR <=70%) >=$750k (Investment)
Aussie - IQ Offset Home Loan (Principal and Interest) (LVR 80%-90%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Principal and Interest (LVR >90%) <$750k (Owner Occupier) Principal & Interest
Aussie - IQ Offset Home Loan (Principal and Interest) (LVR 70%- 80%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Principal and Interest (LVR >90%) <$750k (Owner Occupier) Principal & Interest
Aussie - IQ Offset Home Loan (Interest Only) (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Interest Only (LVR <=70%) >=$750k (Owner Occupier)
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 5 Years (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 5 Year
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 2 Years (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 2 Year
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 1 Year (LVR < 70%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 1 Year
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 2 Years (LVR 70%-80%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 2 Year
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 4 Years (LVR 70%-80%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 4 Year
Aussie - IQ Offset Investment Loan Fixed (Principal and Interest) 1 Year (LVR 80%-95%),Aussie - Macquarie Bank Ltd - Aussie IQ Offset Fixed Interest Only (Investment) (>70% LVR) 1 Year
